kepoi_name,kepler_name,kepid,ra,dec,koi_period,koi_prad,koi_teq,koi_steff,koi_srad,koi_kepmag,koi_disposition
"K02551.01",,11361283,296.723050,49.106659,16.4793229,1.53,537.0,4908.00,0.7160,15.846,"CANDIDATE"
"K02404.01",,6364215,291.877990,41.769581,2.10081629,1.65,1378.0,5815.00,0.9180,15.656,"CANDIDATE"
"K02840.01",,6467363,298.353610,41.820068,3.67936863,0.92,1112.0,5676.00,0.8480,13.884,"CANDIDATE"
"K02840.02",,6467363,298.353610,41.820068,7.4464635,0.77,879.0,5676.00,0.8480,13.884,"CANDIDATE"
"K02764.01",,10073672,291.231480,47.033932,2.252976718,1.19,795.0,4039.00,0.5590,15.794,"CANDIDATE"
"K02921.01",,6842807,284.354340,42.388371,16.6146221,1.49,604.0,5295.00,0.8000,15.460,"CANDIDATE"
"K02923.01",,9815053,283.398250,46.689789,5.83892993,1.19,835.0,5279.00,0.7690,14.628,"CANDIDATE"
"K02706.01",,9697131,285.077670,46.419601,3.09756897,1.75,1782.0,6329.00,1.8850,10.268,"CANDIDATE"
"K02770.01",,10917043,290.253850,48.360821,205.385912,2.11,200.0,4400.00,0.6240,15.558,"CANDIDATE"
"K02851.02",,6697605,293.566350,42.132580,1.23935745,1.5,1583.0,5370.00,0.9660,15.472,"CANDIDATE"
"K02853.01",,12602314,290.433230,51.626041,1.407020118,1.12,1350.0,5022.00,0.8490,14.946,"CANDIDATE"
"K02927.01",,5787131,290.540070,41.093040,24.4359956,2.31,674.0,6197.00,1.0350,15.849,"CANDIDATE"
"K02775.01",,6346809,285.098720,41.775921,17.57704569,27.21,673.0,5653.00,0.9010,14.940,"CANDIDATE"
"K02855.01",,4547603,287.192470,39.626148,1.400755743,1.3,1628.0,5487.00,1.0720,14.456,"CANDIDATE"
"K00272.01",,5716763,295.101140,40.986679,1.28132831,4.52,2215.0,5918.00,1.5960,12.107,"CANDIDATE"
"K02933.01",,12416987,295.677980,51.257839,119.0833042,22.19,240.0,4412.00,0.6230,15.823,"CANDIDATE"
"K02935.01",,8259713,299.661100,44.112381,27.8813154,1.54,681.0,6434.00,1.0550,13.603,"CANDIDATE"
"K02712.01",,11098013,297.747280,48.694309,7.50790041,1.77,1138.0,6408.00,1.3370,11.125,"CANDIDATE"
"K00268.01",,3425851,285.728790,38.506973,110.3783828,3.02,473.0,6342.00,1.3590,10.560,"CANDIDATE"
"K02859.03",,10397751,288.831360,47.551991,4.28886792,0.57,944.0,5374.00,0.7210,13.851,"CANDIDATE"
"K02862.01",,6679295,287.948610,42.156139,24.5752524,1.64,316.0,3678.00,0.5120,15.907,"CANDIDATE"
"K02949.01",,6026737,285.875790,41.332432,10.1747037,1.04,985.0,5866.00,1.3390,13.313,"CANDIDATE"
"K02962.01",,4935172,294.863190,40.007511,2.17291055,0.93,1507.0,6164.00,1.0450,14.229,"CANDIDATE"
"K02963.02",,8760040,294.336460,44.918289,7.35101287,1.42,1064.0,5951.00,1.2620,14.544,"CANDIDATE"
"K02720.01",,8176564,295.439670,44.039162,6.57159435,1.26,1211.0,6042.00,1.4320,10.338,"CANDIDATE"
"K02797.01",,10604521,293.683560,47.833141,0.868122253,1.65,2047.0,6116.00,1.0840,15.800,"CANDIDATE"
"K02942.01",,4385148,296.264560,39.405960,13.84301228,1.98,699.0,5745.00,0.8370,15.480,"CANDIDATE"
"K02876.01",,4367854,292.379030,39.435841,5.1952021,1.37,836.0,5044.00,0.7380,14.937,"CANDIDATE"
"K02958.01",,10597693,290.928800,47.887249,31.6084371,1.89,634.0,6341.00,1.0330,14.756,"CANDIDATE"
"K02959.01",,7466270,297.272220,43.098721,16.1558656,2.04,455.0,4504.00,0.5300,15.771,"CANDIDATE"
"K02807.01",,2985587,290.480070,38.136688,3.375716723,2.34,1472.0,6310.00,1.2820,13.910,"CANDIDATE"
"K02882.01",,5642620,297.590850,40.814960,75.8580035,2.72,281.0,4474.00,0.6140,15.398,"CANDIDATE"
"K02968.01",,8873090,286.580140,45.163822,10.16435076,1.99,1389.0,6133.00,2.7100,11.912,"CANDIDATE"
"K02677.01",,9958387,294.757690,46.831120,237.787237,9.91,354.0,5185.00,1.8530,13.460,"CANDIDATE"
"K02813.01",,11197853,295.342220,48.856152,0.698461304,14.81,5173.0,4676.00,12.5580,13.586,"CANDIDATE"
"K02679.01",,6716021,297.841250,42.118252,110.7556272,29.64,651.0,6525.00,2.6680,13.455,"CANDIDATE"
"K02680.01",,8326342,299.791500,44.281231,14.4079035,23.4,624.0,5440.00,0.7280,14.599,"CANDIDATE"
"K02739.02",,4831728,290.576720,39.956890,7.0956395,1.2,989.0,5480.00,1.1740,15.017,"CANDIDATE"
"K02821.01",,4249611,287.848330,39.358429,79.2450351,3.33,404.0,5648.00,0.9170,15.302,"CANDIDATE"
"K02683.01",,7899070,294.539340,43.607780,126.4451275,4.49,321.0,5613.00,0.7950,15.500,"CANDIDATE"
"K02899.01",,4939533,295.847470,40.006721,5.77207177,1.54,915.0,5591.00,0.8600,15.703,"CANDIDATE"
"K02900.01",,4846856,294.841800,39.918880,46.151253,2.08,423.0,5204.00,0.7690,15.266,"CANDIDATE"
"K02689.01",,10265602,288.177890,47.366680,165.3447044,6.98,301.0,5594.00,0.8120,15.548,"CANDIDATE"
"K02691.01",,4552729,289.109920,39.685390,97.4463194,3.05,283.0,4735.00,0.6860,14.981,"CANDIDATE"
"K02750.01",,3663173,295.669130,38.795841,174.636181,11.12,481.0,5974.00,2.2320,15.905,"CANDIDATE"
"K02833.01",,9109857,298.215270,45.406891,1.791877025,1.48,2223.0,6002.00,2.1390,12.599,"CANDIDATE"
"K02906.02",,6716545,297.944760,42.191879,145.881936,1.8,424.0,6052.00,1.4240,13.716,"CANDIDATE"
"K02695.01",,5196864,294.543730,40.313862,2.50343279,20.23,1147.0,5174.00,0.8400,15.601,"CANDIDATE"
"K02696.01",,11071200,284.415920,48.658020,96.4562198,9.1,727.0,7029.00,2.7040,12.998,"CANDIDATE"
"K02696.02",,11071200,284.415920,48.658020,44.5643831,5.8,940.0,7029.00,2.7040,12.998,"CANDIDATE"
"K02758.01",,8703129,296.723600,44.853142,253.374581,19.25,555.0,5177.00,5.9490,11.893,"CANDIDATE"
"K02914.01",,6837283,281.691590,42.397549,21.1181653,2.89,1110.0,6461.00,2.5660,12.199,"CANDIDATE"
"K02915.01",,5613821,289.917420,40.828606,5.06092282,0.98,998.0,5637.00,0.9110,13.346,"CANDIDATE"
"K02700.01",,8639908,297.003540,44.775089,0.910020582,1.12,1127.0,4297.00,0.5330,15.381,"CANDIDATE"
"K02759.01",,11076400,287.725650,48.651379,1.07808492,1.01,1417.0,4906.00,0.8140,14.288,"CANDIDATE"
"K03007.01",,10190075,283.335330,47.208832,11.1916199,1.47,782.0,5646.00,0.9560,14.528,"CANDIDATE"
"K03086.01",,10749059,297.884640,48.001450,174.731515,3,287.0,5201.00,0.8970,15.707,"CANDIDATE"
"K03089.01",,7668416,286.148040,43.369202,0.858546796,0.88,1671.0,5269.00,0.8640,15.247,"CANDIDATE"
"K00304.02",,6029239,287.089970,41.373878,5.518195,0.46,969.0,5767.00,0.8810,12.549,"CANDIDATE"
"K00366.01",,3545478,291.664180,38.619255,75.1122132,23.23,777.0,6201.00,3.3540,11.714,"CANDIDATE"
"K03013.01",,11565544,294.968110,49.556511,3.76562031,19.39,1084.0,5743.00,0.8530,14.698,"CANDIDATE"
"K03017.01",,12072872,296.859250,50.560162,2.46288834,0.67,1391.0,5893.00,0.9670,13.308,"CANDIDATE"
"K03020.01",,8241079,294.540410,44.190979,10.9192653,1.9,1107.0,5745.00,1.9720,13.534,"CANDIDATE"
"K03105.01",,12168993,296.280640,50.755669,4.21223579,1.04,887.0,5116.00,0.7000,15.277,"CANDIDATE"
"K00064.01",,7051180,296.510590,42.547440,1.951082219,10.35,2005.0,5302.00,2.4260,13.143,"CANDIDATE"
"K00379.02",,2446113,292.056760,37.776192,23.1375919,1.83,837.0,6078.00,1.6830,13.319,"CANDIDATE"
"K03029.01",,5903749,298.758360,41.159882,18.9763286,2.24,638.0,5300.00,0.9860,14.948,"CANDIDATE"
"K03029.02",,5903749,298.758360,41.159882,6.34724702,1.35,919.0,5300.00,0.9860,14.948,"CANDIDATE"
"K03111.01",,8581240,298.576870,44.621609,10.76800074,0.92,885.0,5874.00,1.0960,12.863,"CANDIDATE"
"K03111.02",,8581240,298.576870,44.621609,4.32848303,0.66,1199.0,5874.00,1.0960,12.863,"CANDIDATE"
"K00005.01",,8554498,289.739720,44.647419,4.780327581,7.14,1441.0,5937.00,1.7870,11.665,"CANDIDATE"
"K03031.01",,6949898,292.227390,42.451969,7.64809462,1.19,840.0,5641.00,0.8500,15.267,"CANDIDATE"
"K03034.01",,2973386,286.980130,38.165218,31.0209175,1.66,291.0,3720.00,0.4800,15.572,"CANDIDATE"
"K03112.01",,7022573,288.210720,42.556808,2.118893997,1.41,1230.0,5504.00,0.7960,15.855,"CANDIDATE"
"K03114.01",,9288237,294.716770,45.781269,7.49133777,1.01,1291.0,6177.00,1.7100,12.277,"CANDIDATE"
"K03037.01",,6593150,287.602230,42.075741,5.4654174,1.23,927.0,5612.00,0.8290,15.861,"CANDIDATE"
"K03117.01",,6523351,292.121800,41.927029,6.06664931,0.87,915.0,5569.00,0.8920,13.163,"CANDIDATE"
"K03119.01",,5551672,296.587190,40.722988,2.184437698,0.94,529.0,3421.00,0.2500,16.946,"CANDIDATE"
"K03123.01",,8197793,301.048130,44.037689,15.2311195,1.94,800.0,5836.00,1.1860,15.029,"CANDIDATE"
"K03040.01",,6357290,289.568020,41.771561,4.8099878,1.59,1077.0,5988.00,0.9340,15.667,"CANDIDATE"
"K03041.01",,4072955,295.462590,39.168480,5.08288076,1.15,1183.0,6217.00,1.0830,14.207,"CANDIDATE"
"K03042.01",,8695311,294.166440,44.886311,31.0259489,1.91,595.0,6075.00,0.9690,15.959,"CANDIDATE"
"K03043.01",,9834731,293.430790,46.692089,3.08942807,1.07,1361.0,6137.00,1.1030,14.829,"CANDIDATE"
"K03128.01",,7609674,292.479770,43.227024,21.2360024,2.62,1048.0,6035.00,2.5590,13.371,"CANDIDATE"
"K00396.01",,4252322,288.757810,39.350571,14.591504451,36.85,879.0,5940.00,1.3120,13.311,"CANDIDATE"
"K03050.01",,5475042,298.446470,40.624882,1.242639742,1.02,1487.0,5520.00,0.8180,15.330,"CANDIDATE"
"K03132.01",,9541295,297.329710,46.136089,0.536650319,1.35,3195.0,6020.00,2.0000,12.649,"CANDIDATE"
"K02971.01",,4770174,297.393710,39.829041,6.09595681,1.26,1259.0,6313.00,1.4670,12.742,"CANDIDATE"
"K02972.01",,8949925,290.734470,45.297791,13.2511214,1.98,850.0,5850.00,1.2170,15.085,"CANDIDATE"
"K03051.01",,9959492,295.199680,46.832321,11.682369,1.45,802.0,6089.00,0.8890,15.276,"CANDIDATE"
"K03052.01",,8827575,295.090270,45.081181,10.12956201,0.78,736.0,5383.00,0.8420,13.573,"CANDIDATE"
"K02976.01",,6438099,290.220670,41.868721,21.61313362,1.94,503.0,5267.00,0.6320,15.862,"CANDIDATE"
"K03142.01",,3752110,292.807220,38.884232,27.9430245,2.21,718.0,6468.00,1.2500,15.243,"CANDIDATE"
"K03145.02",,1717722,290.617980,37.289089,0.977311489,1.06,1331.0,4805.00,0.6880,15.689,"CANDIDATE"
"K03065.01",,5040077,298.539670,40.183659,0.896382269,1,1810.0,5837.00,0.8430,14.603,"CANDIDATE"
"K02984.01",,7918652,299.707000,43.622601,11.45541896,1.12,975.0,6231.00,1.3560,13.066,"CANDIDATE"
"K03429.04",,9230021,296.196140,45.634331,44.433726,1.85,538.0,5596.00,1.1450,15.364,"CANDIDATE"
"K03068.01",,3230805,290.260280,38.354988,3.91679553,0.85,851.0,4889.00,0.6860,14.976,"CANDIDATE"
"K03069.01",,4676964,297.039220,39.785259,43.1024434,1.88,539.0,5741.00,1.0970,14.914,"CANDIDATE"
"K02243.03",,4770617,297.477110,39.877239,31.4452709,4.55,721.0,6172.00,1.4710,14.806,"CANDIDATE"
"K02924.02",,7609553,292.440400,43.209431,8.85686712,1.88,714.0,5017.00,0.7970,14.589,"CANDIDATE"
"K00350.01",,11395587,287.861420,49.264462,12.99065074,2.02,790.0,5787.00,1.0270,13.387,"CANDIDATE"
"K02992.01",,8509442,296.737240,44.501480,82.6595174,2.03,233.0,3952.00,0.5530,15.995,"CANDIDATE"
"K03072.01",,3219643,286.761470,38.343510,24.3367026,1.95,526.0,5141.00,0.8060,15.581,"CANDIDATE"
"K03073.01",,8546542,285.748500,44.632462,7.40985182,1.18,818.0,5462.00,0.8360,14.449,"CANDIDATE"
"K02263.03",,8613535,286.971280,44.708302,15.5943758,1.08,801.0,6249.00,1.0760,14.456,"CANDIDATE"
"K02926.05",,10122538,283.336060,47.174541,75.731195,3.47,237.0,3891.00,0.5640,16.279,"CANDIDATE"
"K00353.01",,11566064,295.212680,49.562180,152.1060435,11.58,458.0,6200.00,1.6400,13.374,"CANDIDATE"
"K02264.02",,12256520,290.348510,50.902851,7.25101997,0.91,807.0,5382.00,0.8270,14.477,"CANDIDATE"
"K00298.02",,12785320,290.494260,52.055519,57.3840375,1.62,397.0,5250.00,0.7900,12.713,"CANDIDATE"
"K04146.02",,10000941,286.819370,46.911690,2.5738437,0.57,1129.0,5115.00,0.8540,13.632,"CANDIDATE"
"K03083.01",,7106173,287.978850,42.679359,10.18318233,0.79,867.0,5843.00,1.0840,12.857,"CANDIDATE"
"K03083.02",,7106173,287.978850,42.679359,6.2321233,0.61,1021.0,5843.00,1.0840,12.857,"CANDIDATE"
"K03083.03",,7106173,287.978850,42.679359,8.2942929,0.65,928.0,5843.00,1.0840,12.857,"CANDIDATE"
"K00522.01",,8265218,301.147890,44.104542,12.82993461,3.31,734.0,5862.00,0.8440,14.406,"CANDIDATE"
"K00422.01",,9214713,290.389830,45.665329,809.0141881,14.38,216.0,6230.00,1.0470,14.740,"CANDIDATE"
"K02298.03",,9334893,288.456050,45.802120,2.47240869,0.36,887.0,4729.00,0.5250,13.831,"CANDIDATE"
"K00525.01",,9119458,300.907780,45.457870,11.53029332,3.98,873.0,5770.00,1.1520,14.539,"CANDIDATE"
"K03091.02",,12406807,290.888310,51.248169,7.9069765,1.13,994.0,6347.00,0.9960,15.372,"CANDIDATE"
"K04288.04",,4548011,287.371250,39.603569,13.9509565,0.75,849.0,5888.00,1.2270,12.400,"CANDIDATE"
"K00426.01",,10016874,294.022980,46.999550,16.30141333,3.84,805.0,6072.00,1.1380,14.733,"CANDIDATE"
"K00531.01",,10395543,287.691190,47.546902,3.687469832,5.78,690.0,4004.00,0.6060,14.418,"CANDIDATE"
"K04260.04",,7429287,286.395840,43.075821,84.799829,1.16,491.0,5619.00,1.4060,11.443,"CANDIDATE"
"K00430.02",,10717241,285.485050,48.054321,9.340538,0.84,530.0,4200.00,0.6070,14.897,"CANDIDATE"
"K00317.02",,8121310,298.816380,43.998039,11.505879,0.99,1000.0,6336.00,1.4030,12.885,"CANDIDATE"
"K00435.02",,11709124,289.780520,49.896530,934.09418462,7.89,177.0,5937.00,0.8320,14.534,"CANDIDATE"
"K00436.01",,11805075,286.656890,50.021568,199.83920527,21.48,276.0,5457.00,0.8690,14.740,"CANDIDATE"
"K00437.01",,11824222,296.618590,50.022011,15.84132627,16.84,575.0,5119.00,0.7020,14.497,"CANDIDATE"
"K01613.03",,6268648,285.476590,41.632717,20.605501,0.85,806.0,6099.00,1.3080,11.049,"CANDIDATE"
"K02593.02",,8212002,281.835330,44.155918,9.5539134,0.68,1012.0,6175.00,1.3070,11.714,"CANDIDATE"
"K03209.02",,7017274,285.923220,42.549850,6.77067637,1.9,1499.0,6337.00,2.3350,11.915,"CANDIDATE"
"K00787.03",,12366084,295.816160,51.121738,0.589376952,0.93,2162.0,5714.00,1.0150,15.367,"CANDIDATE"
"K01815.02",,9872283,281.457180,46.746471,1.74610057,1.24,1689.0,4854.00,1.7490,13.884,"CANDIDATE"
"K00501.01",,4951877,298.473210,40.075871,24.7962801,2.7,664.0,5770.00,1.1410,14.612,"CANDIDATE"
"K03226.02",,5544450,294.897340,40.798168,6.93650854,1.51,1305.0,6615.00,1.5740,12.209,"CANDIDATE"
"K01910.02",,8226050,289.192630,44.149319,18.3848331,1.15,587.0,5083.00,0.8720,14.685,"CANDIDATE"
"K02678.02",,6779260,292.388550,42.233261,2.2165905,0.48,1215.0,5397.00,0.8310,11.799,"CANDIDATE"
"K00554.01",,5443837,290.351140,40.687000,3.65849707,14.61,1583.0,5857.00,1.8220,14.545,"CANDIDATE"
"K01942.02",,2832589,286.006740,38.009541,2.433703498,1.66,1112.0,5251.00,0.7780,15.409,"CANDIDATE"
"K02871.04",,10793172,290.201630,48.185822,7.9788198,0.99,927.0,5553.00,1.0980,14.754,"CANDIDATE"
"K00331.02",,10285631,296.183440,47.358761,10.52286678,23.26,1008.0,5548.00,1.6140,13.497,"CANDIDATE"
"K00458.01",,7504328,282.882690,43.191952,53.71798494,155.12,1550.0,4959.00,21.4490,14.708,"CANDIDATE"
"K00075.01",,7199397,291.497220,42.728481,105.8817667,10.16,595.0,5903.00,2.4990,10.775,"CANDIDATE"
"K01083.02",,10157458,297.393190,47.164631,4.57797412,0.96,1024.0,5795.00,0.8480,15.302,"CANDIDATE"
"K02174.04",,8261920,300.242220,44.141399,3.01609637,0.96,795.0,4245.00,0.6370,15.673,"CANDIDATE"
"K02906.03",,6716545,297.944760,42.191879,21.9424316,1.23,797.0,6052.00,1.4240,13.716,"CANDIDATE"
"K07624.01",,1723078,291.868010,37.269878,330.025002,5.92,478.0,6126.00,3.4660,12.668,"CANDIDATE"
"K00466.01",,9008220,286.151980,45.332561,9.391039263,11.73,1068.0,5944.00,1.4980,14.663,"CANDIDATE"
"K00076.01",,9955262,293.541990,46.822140,77.4794704,10.33,778.0,6711.00,2.9090,10.143,"CANDIDATE"
"K04773.02",,7906892,296.843200,43.697441,11.1438086,0.75,906.0,6095.00,1.1100,13.556,"CANDIDATE"
"K04846.02",,8320630,298.282140,44.272060,32.526674,1.26,525.0,5668.00,0.8680,15.230,"CANDIDATE"
"K00469.01",,9703198,288.637850,46.421471,10.32906563,6.17,908.0,6228.00,1.0490,14.711,"CANDIDATE"
"K00415.01",,6289650,293.306060,41.606369,166.7876551,7.03,334.0,5663.00,1.0310,14.110,"CANDIDATE"
"K04896.02",,11135694,290.900420,48.746140,49.537365,1.48,532.0,6118.00,1.0230,15.451,"CANDIDATE"
"K04838.03",,8216763,284.268590,44.197540,24.0721647,1.1,400.0,4352.00,0.6130,15.073,"CANDIDATE"
"K00417.01",,6879865,296.249540,42.335480,19.193103549,12.23,656.0,5883.00,0.8920,14.847,"CANDIDATE"
"K05007.02",,3758499,294.367340,38.846889,80.881757,2.27,581.0,5934.00,1.8850,13.698,"CANDIDATE"
"K00080.01",,9552608,300.537570,46.104340,9.250572762,96.08,1966.0,8133.00,3.2940,11.310,"CANDIDATE"
"K00728.01",,10221013,296.642300,47.230331,7.189379172,11.94,1026.0,6214.00,1.0760,15.356,"CANDIDATE"
"K07628.01",,2299738,290.717250,37.649010,1.8134378,0.69,1158.0,5094.00,0.7000,13.961,"CANDIDATE"
"K00682.01",,7619236,295.198000,43.269508,562.1725914,10.9,241.0,5589.00,1.2890,13.916,"CANDIDATE"
"K00683.01",,7630229,297.824310,43.258381,278.1243979,5.86,286.0,5799.00,1.0500,13.714,"CANDIDATE"
"K00684.01",,7730747,281.290280,43.413342,4.034914368,6.95,1452.0,5548.00,1.7930,13.831,"CANDIDATE"
"K00686.01",,7906882,296.840760,43.647121,52.513548727,12.43,472.0,5589.00,0.9800,13.579,"CANDIDATE"
"K00687.01",,7976520,297.117130,43.711430,4.17838675,3.13,1430.0,5746.00,1.6870,13.813,"CANDIDATE"
"K07630.01",,2302997,291.454900,37.677120,16.2982201,0.78,388.0,3905.00,0.5210,14.709,"CANDIDATE"
"K00099.01",,8505215,295.434330,44.531120,2190.7010353,3.12,109.0,4965.00,0.7360,12.960,"CANDIDATE"
"K00732.02",,10265898,288.327910,47.381592,3.29534567,1.23,1139.0,5550.00,0.9540,15.342,"CANDIDATE"
"K00548.02",,12600735,289.500670,51.685730,6.0799457,0.86,1101.0,6008.00,1.1680,14.020,"CANDIDATE"
"K00734.02",,10272442,291.197300,47.307800,70.2780911,2.54,434.0,5955.00,0.9100,15.344,"CANDIDATE"
"K00100.01",,4055765,291.177920,39.199490,9.9664004,16.89,1578.0,6638.00,3.0790,12.598,"CANDIDATE"
"K00641.01",,5131180,299.299470,40.235069,14.85185526,2.73,457.0,4129.00,0.6520,13.583,"CANDIDATE"
"K07378.02",,10843431,282.370420,48.259289,56.391062,3.58,310.0,4406.00,0.6280,16.324,"CANDIDATE"
"K00735.01",,10287242,296.693360,47.392151,22.34213536,5.19,526.0,5237.00,0.7070,15.637,"CANDIDATE"
"K00648.01",,5596440,282.720670,40.899181,10.47490332,15.45,1567.0,6526.00,3.2320,13.220,"CANDIDATE"
"K04388.02",,9588822,292.134280,46.202419,61.858947,2.47,699.0,5529.00,2.8170,12.045,"CANDIDATE"
"K04577.02",,10610039,295.670900,47.830399,3.07365139,0.79,1215.0,6068.00,0.8310,14.894,"CANDIDATE"
"K07621.01",,1025986,291.033690,36.771042,275.07365,1.86,303.0,5604.00,1.1870,10.150,"CANDIDATE"
"K04622.02",,11284772,284.566890,49.012550,4.50158249,0.73,676.0,4339.00,0.5530,15.142,"CANDIDATE"
"K00605.02",,4832837,290.927310,39.914150,5.06546874,0.62,592.0,3939.00,0.5570,14.915,"CANDIDATE"
"K00607.01",,5441980,289.809080,40.615841,5.89399142,11.16,940.0,5713.00,0.8930,14.377,"CANDIDATE"
"K04692.02",,10972902,290.444760,48.462891,7.6720844,0.72,875.0,5972.00,0.8070,14.766,"CANDIDATE"
"K00611.01",,6309763,298.294040,41.683800,3.251659087,9.83,1384.0,6367.00,1.0870,14.022,"CANDIDATE"
"K04700.02",,9413156,295.361450,45.914841,66.47762,1.83,388.0,5515.00,0.7750,15.972,"CANDIDATE"
"K00716.01",,9846348,297.492160,46.694519,26.89316101,6.78,614.0,6096.00,0.9080,13.754,"CANDIDATE"
"K07636.01",,2696205,286.898410,37.937450,0.702739679,0.73,1765.0,5269.00,0.8360,14.990,"CANDIDATE"
"K00621.01",,12251650,287.460970,50.975071,17.761998411,14.25,538.0,5088.00,0.6690,14.762,"CANDIDATE"
"K00622.01",,12417486,295.880280,51.263790,155.042265,26.44,511.0,4994.00,3.3220,14.932,"CANDIDATE"
"K07638.01",,2834805,286.701450,38.042191,25.0032023,1.47,837.0,6148.00,1.6850,12.550,"CANDIDATE"
"K07634.01",,2569995,290.229250,37.840961,80.84069,15.11,500.0,5511.00,1.5970,17.187,"CANDIDATE"
"K07635.01",,2577353,291.780790,37.811508,60.458443,1.59,511.0,5865.00,1.1810,14.544,"CANDIDATE"
"K00626.02",,4478168,295.193390,39.539669,8.0292018,0.99,1040.0,6063.00,1.1910,13.490,"CANDIDATE"
"K04136.01",,7256914,281.823180,42.811169,2.41750021,1.19,1507.0,5575.00,1.3080,13.955,"CANDIDATE"
"K04136.02",,7256914,281.823180,42.811169,4.03357434,1.23,1270.0,5575.00,1.3080,13.955,"CANDIDATE"
"K02220.04",,6871071,294.137910,42.370499,7.66462913,1.6,1106.0,5640.00,1.5150,14.686,"CANDIDATE"
"K04144.01",,3112129,290.337190,38.205009,0.487656278,0.99,2299.0,5957.00,0.9370,14.374,"CANDIDATE"
"K04145.01",,3103212,287.759030,38.281551,3.25424652,0.96,1220.0,5692.00,1.0040,14.359,"CANDIDATE"
"K02220.05",,6871071,294.137910,42.370499,11.9294568,1.05,797.0,5975.00,0.9000,14.686,"CANDIDATE"
"K04149.01",,10875007,296.962100,48.256390,9.54699216,1.71,996.0,6274.00,1.2320,14.718,"CANDIDATE"
"K04149.02",,10875007,296.962100,48.256390,14.708641,1.82,862.0,6274.00,1.2320,14.718,"CANDIDATE"
"K00255.02",,7021681,287.858120,42.542629,13.6032081,0.75,397.0,3780.00,0.5110,15.108,"CANDIDATE"
"K04021.01",,11967788,294.034360,50.371651,7.23531329,1.53,1207.0,6422.00,1.4210,13.166,"CANDIDATE"
"K04152.01",,7199060,291.386020,42.709129,64.1862264,8,839.0,6951.00,2.7580,12.972,"CANDIDATE"
"K04021.02",,11967788,294.034360,50.371651,4.93211932,1.02,1372.0,6422.00,1.4210,13.166,"CANDIDATE"
"K04022.01",,7733731,283.128540,43.456860,4.85819429,2.04,1685.0,6109.00,2.3260,13.269,"CANDIDATE"
"K07644.01",,3110177,289.842860,38.237049,3.39904814,0.81,1191.0,5766.00,0.9290,14.803,"CANDIDATE"
"K07648.01",,3232249,290.686400,38.355598,1.183505016,0.8,1293.0,4832.00,0.7460,15.424,"CANDIDATE"
"K02357.02",,7449554,293.203770,43.057011,15.9042402,3.79,863.0,5583.00,1.5300,15.610,"CANDIDATE"
"K02193.02",,8282651,284.107790,44.245811,4.16288745,1.32,763.0,4478.00,0.6510,15.658,"CANDIDATE"
"K04097.02",,5688683,285.690000,40.994530,4.44902309,0.55,699.0,4353.00,0.6030,13.435,"CANDIDATE"
"K04098.01",,8222627,287.503750,44.167259,1.121733366,2.39,2384.0,5023.00,2.5710,13.875,"CANDIDATE"
"K07641.01",,2984990,290.324010,38.111111,3.79437277,1.36,1383.0,5455.00,1.5070,14.816,"CANDIDATE"
"K04105.01",,7758018,293.532530,43.406151,363.41165,3.14,263.0,6025.00,0.9990,15.445,"CANDIDATE"
"K04037.01",,8264402,300.945680,44.164688,215.956008,3.36,361.0,6163.00,1.3130,12.853,"CANDIDATE"
"K07645.01",,3129238,294.303500,38.203011,2.00870696,0.55,1232.0,5341.00,0.7590,12.334,"CANDIDATE"
"K04109.01",,7907808,297.083010,43.679951,0.655939788,1.48,2411.0,4968.00,1.7550,14.511,"CANDIDATE"
"K04120.01",,9700449,287.039520,46.481701,110.461746,1.93,420.0,6321.00,1.0580,15.092,"CANDIDATE"
"K04123.01",,6140059,296.356600,41.455391,44.6226725,1.73,613.0,6198.00,1.2390,13.519,"CANDIDATE"
"K07673.01",,3852872,292.138760,38.941540,80.769893,1.87,475.0,4965.00,1.7080,13.026,"CANDIDATE"
"K04060.01",,9086154,290.833890,45.435650,225.26213,2.36,329.0,5799.00,1.1910,13.841,"CANDIDATE"
"K04129.01",,11970988,295.529480,50.370399,2.31482311,0.69,1237.0,5240.00,0.9230,13.506,"CANDIDATE"
"K04341.01",,6792908,295.962590,42.200256,10.778313,1.25,1067.0,6726.00,1.2580,13.264,"CANDIDATE"
"K04345.01",,10534155,291.501220,47.747730,4.32710895,26.6,1397.0,5776.00,1.4550,13.404,"CANDIDATE"
